ID,supplierCode,name,contactPerson,phone,email,address,city,country,paymentTerms,leadTime,rating,isActive,description,createdAt,createdBy,modifiedAt,modifiedBy
e1000001-0001-4000-8000-000000000001,SUP-001,삼성전자,이영희,047-493-7259,supply1@company1.com,부산 강남구 202번길 15,부산,대한민국,NET60,21,3.3,true,삼성전자 - 부산 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0002-4000-8000-000000000002,SUP-002,한솔제지,박지민,048-412-4143,supply2@company2.com,대구 서초구 86번길 17,대구,대한민국,NET90,15,2.2,true,한솔제지 - 대구 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0003-4000-8000-000000000003,SUP-003,퍼시스그룹,최수진,061-106-5117,supply3@company3.com,인천 해운대구 152번길 28,인천,대한민국,COD,7,3.4,true,퍼시스그룹 - 인천 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0004-4000-8000-000000000004,SUP-004,CJ프레시웨이,정민호,049-955-6484,supply4@cj.com,광주 수성구 141번길 32,광주,대한민국,NET15,20,3.1,true,CJ프레시웨이 - 광주 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0005-4000-8000-000000000005,SUP-005,애플코리아,한서윤,039-819-9397,supply5@company5.com,대전 남구 83번길 19,대전,대한민국,NET30,25,2.1,true,애플코리아 - 대전 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0006-4000-8000-000000000006,SUP-006,LG전자,오준석,066-958-8605,supply6@lg.com,울산 북구 57번길 45,울산,대한민국,NET60,20,4.3,true,LG전자 - 울산 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0007-4000-8000-000000000007,SUP-007,SK하이닉스,강다현,033-513-8510,supply7@sk.com,세종 동구 52번길 50,세종,대한민국,NET90,19,2.8,true,SK하이닉스 - 세종 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0008-4000-8000-000000000008,SUP-008,현대모비스,윤재현,058-989-2253,supply8@company8.com,수원 서구 47번길 22,수원,대한민국,COD,30,2.8,true,현대모비스 - 수원 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0009-4000-8000-000000000009,SUP-009,포스코,임소영,028-814-8915,supply9@company9.com,성남 유성구 215번길 39,성남,대한민국,NET15,19,2.4,true,포스코 - 성남 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0010-4000-8000-000000000010,SUP-010,롯데칠성,조현우,038-721-2624,supply10@company10.com,고양 중구 148번길 15,고양,대한민국,NET30,6,3.8,true,롯데칠성 - 고양 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0011-4000-8000-000000000011,SUP-011,한화솔루션,송지은,044-533-6850,supply11@company11.com,용인 강남구 141번길 28,용인,대한민국,NET60,18,3.6,true,한화솔루션 - 용인 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0012-4000-8000-000000000012,SUP-012,두산중공업,배성민,043-892-5569,supply12@company12.com,창원 서초구 289번길 50,창원,대한민국,NET90,11,3.0,true,두산중공업 - 창원 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0013-4000-8000-000000000013,SUP-013,KT,유하린,048-534-5378,supply13@kt.com,청주 해운대구 195번길 41,청주,대한민국,COD,5,4.2,true,KT - 청주 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0014-4000-8000-000000000014,SUP-014,네이버,황도윤,041-796-2257,supply14@company14.com,전주 수성구 226번길 29,전주,대한민국,NET15,12,4.0,true,네이버 - 전주 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0015-4000-8000-000000000015,SUP-015,카카오,전예진,055-189-9299,supply15@company15.com,천안 남구 271번길 48,천안,대한민국,NET30,7,3.8,false,카카오 - 천안 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0016-4000-8000-000000000016,SUP-016,쿠팡,고태영,046-509-5270,supply16@company16.com,제주 북구 95번길 7,제주,대한민국,NET60,8,4.6,true,쿠팡 - 제주 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0017-4000-8000-000000000017,SUP-017,마켓컬리,문서현,022-838-5298,supply17@company17.com,포항 동구 191번길 39,포항,대한민국,NET90,14,3.7,true,마켓컬리 - 포항 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0018-4000-8000-000000000018,SUP-018,배민프레시,양지우,058-573-8368,supply18@company18.com,김해 서구 266번길 7,김해,대한민국,COD,22,2.7,true,배민프레시 - 김해 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0019-4000-8000-000000000019,SUP-019,GS리테일,권나영,041-704-5593,supply19@gs.com,안산 유성구 105번길 26,안산,대한민국,NET15,28,4.0,true,GS리테일 - 안산 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0020-4000-8000-000000000020,SUP-020,신세계인터,김철수,034-810-5932,supply20@company20.com,서울 중구 38번길 6,서울,대한민국,NET30,18,2.5,true,신세계인터 - 서울 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0021-4000-8000-000000000021,SUP-021,이마트,이영희,069-189-3278,supply21@company21.com,부산 강남구 67번길 50,부산,대한민국,NET60,4,2.7,true,이마트 - 부산 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0022-4000-8000-000000000022,SUP-022,한샘,박지민,023-130-2016,supply22@company22.com,대구 서초구 34번길 46,대구,대한민국,NET90,21,4.9,true,한샘 - 대구 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0023-4000-8000-000000000023,SUP-023,쎈트랄,최수진,024-545-7795,supply23@company23.com,인천 해운대구 271번길 49,인천,대한민국,COD,30,4.4,true,쎈트랄 - 인천 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0024-4000-8000-000000000024,SUP-024,코오롱글로벌,정민호,062-891-4059,supply24@company24.com,광주 수성구 63번길 40,광주,대한민국,NET15,29,3.6,true,코오롱글로벌 - 광주 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0025-4000-8000-000000000025,SUP-025,효성,한서윤,059-323-2652,supply25@company25.com,대전 남구 222번길 47,대전,대한민국,NET30,6,4.7,true,효성 - 대전 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0026-4000-8000-000000000026,SUP-026,대한제강,오준석,052-856-5589,supply26@company26.com,울산 북구 228번길 29,울산,대한민국,NET60,20,3.8,true,대한제강 - 울산 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0027-4000-8000-000000000027,SUP-027,동원산업,강다현,057-135-9620,supply27@company27.com,세종 동구 64번길 15,세종,대한민국,NET90,19,2.1,true,동원산업 - 세종 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0028-4000-8000-000000000028,SUP-028,오뚜기,윤재현,055-770-7976,supply28@company28.com,수원 서구 155번길 35,수원,대한민국,COD,9,3.9,true,오뚜기 - 수원 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0029-4000-8000-000000000029,SUP-029,농심,임소영,048-421-6573,supply29@company29.com,성남 유성구 32번길 29,성남,대한민국,NET15,28,4.9,true,농심 - 성남 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0030-4000-8000-000000000030,SUP-030,하림,조현우,053-616-3732,supply30@company30.com,고양 중구 188번길 5,고양,대한민국,NET30,12,4.0,false,하림 - 고양 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0031-4000-8000-000000000031,SUP-031,매일유업,송지은,028-411-3238,supply31@company31.com,용인 강남구 269번길 22,용인,대한민국,NET60,6,3.4,true,매일유업 - 용인 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0032-4000-8000-000000000032,SUP-032,서울우유,배성민,051-665-4041,supply32@company32.com,창원 서초구 219번길 19,창원,대한민국,NET90,7,2.3,true,서울우유 - 창원 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0033-4000-8000-000000000033,SUP-033,빙그레,유하린,032-388-5546,supply33@company33.com,청주 해운대구 118번길 37,청주,대한민국,COD,8,2.5,true,빙그레 - 청주 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0034-4000-8000-000000000034,SUP-034,풀무원,황도윤,061-564-4918,supply34@company34.com,전주 수성구 197번길 33,전주,대한민국,NET15,22,3.1,true,풀무원 - 전주 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e1000001-0035-4000-8000-000000000035,SUP-035,CJ제일제당,전예진,063-903-9875,supply35@cj.com,천안 남구 27번길 44,천안,대한민국,NET30,28,4.5,true,CJ제일제당 - 천안 소재 공급업체,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
