ID,quantity,unitPrice,discount,totalPrice,purchase_ID,product_ID
f3000001-0000-4000-8000-000000000001,2,37565,0,75130,f2000001-0000-4000-8000-000000000001,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000002,5,43838,0,219190,f2000001-0000-4000-8000-000000000001,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000003,2,26452,0,52904,f2000001-0000-4000-8000-000000000002,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000004,1,9151,0,9151,f2000001-0000-4000-8000-000000000002,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000005,2,5251,0,10502,f2000001-0000-4000-8000-000000000003,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000006,5,10427,0,52135,f2000001-0000-4000-8000-000000000003,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000007,3,28235,0,84705,f2000001-0000-4000-8000-000000000004,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000008,3,48724,0,146172,f2000001-0000-4000-8000-000000000004,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000009,1,43850,0,43850,f2000001-0000-4000-8000-000000000004,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000010,4,48310,0,193240,f2000001-0000-4000-8000-000000000005,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000011,4,49141,0,196564,f2000001-0000-4000-8000-000000000005,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000012,5,12557,0,62785,f2000001-0000-4000-8000-000000000006,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000013,2,33572,0,67144,f2000001-0000-4000-8000-000000000007,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000014,1,18568,0,18568,f2000001-0000-4000-8000-000000000008,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000015,5,49967,0,249835,f2000001-0000-4000-8000-000000000009,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000016,4,25048,0,100192,f2000001-0000-4000-8000-000000000010,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000017,1,42604,2959,39645,f2000001-0000-4000-8000-000000000011,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000018,3,17158,0,51474,f2000001-0000-4000-8000-000000000011,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000019,3,42713,0,128139,f2000001-0000-4000-8000-000000000012,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000020,2,38105,0,76210,f2000001-0000-4000-8000-000000000012,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000021,4,27824,1052,110244,f2000001-0000-4000-8000-000000000013,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000022,5,45794,3996,224974,f2000001-0000-4000-8000-000000000013,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000023,3,37829,0,113487,f2000001-0000-4000-8000-000000000013,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000024,3,10670,1987,30023,f2000001-0000-4000-8000-000000000014,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000025,4,18863,0,75452,f2000001-0000-4000-8000-000000000014,b1000001-0001-4000-8000-000000000001
f3000001-0000-4000-8000-000000000026,1,47181,2355,44826,f2000001-0000-4000-8000-000000000015,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000027,3,48340,0,145020,f2000001-0000-4000-8000-000000000015,b1000001-0001-4000-8000-000000000001
f3000001-0000-4000-8000-000000000028,2,20572,0,41144,f2000001-0000-4000-8000-000000000015,b1000001-0001-4000-8000-000000000001
f3000001-0000-4000-8000-000000000029,5,41411,0,207055,f2000001-0000-4000-8000-000000000016,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000030,4,21604,0,86416,f2000001-0000-4000-8000-000000000017,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000031,2,15524,4160,26888,f2000001-0000-4000-8000-000000000017,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000032,2,22308,0,44616,f2000001-0000-4000-8000-000000000018,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000033,2,23397,0,46794,f2000001-0000-4000-8000-000000000018,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000034,1,48819,0,48819,f2000001-0000-4000-8000-000000000018,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000035,4,23802,0,95208,f2000001-0000-4000-8000-000000000019,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000036,3,16739,0,50217,f2000001-0000-4000-8000-000000000019,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000037,1,21237,0,21237,f2000001-0000-4000-8000-000000000020,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000038,2,22201,0,44402,f2000001-0000-4000-8000-000000000021,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000039,4,43452,0,173808,f2000001-0000-4000-8000-000000000021,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000040,2,40808,2865,78751,f2000001-0000-4000-8000-000000000022,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000041,1,41325,0,41325,f2000001-0000-4000-8000-000000000023,b1000001-0001-4000-8000-000000000001
f3000001-0000-4000-8000-000000000042,3,31011,0,93033,f2000001-0000-4000-8000-000000000023,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000043,1,47958,0,47958,f2000001-0000-4000-8000-000000000024,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000044,1,19345,3716,15629,f2000001-0000-4000-8000-000000000024,b1000001-0004-4000-8000-000000000004
f3000001-0000-4000-8000-000000000045,5,13002,2923,62087,f2000001-0000-4000-8000-000000000025,b1000001-0002-4000-8000-000000000002
f3000001-0000-4000-8000-000000000046,1,44624,0,44624,f2000001-0000-4000-8000-000000000026,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000047,4,38368,0,153472,f2000001-0000-4000-8000-000000000026,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000048,4,46297,0,185188,f2000001-0000-4000-8000-000000000027,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000049,1,27244,0,27244,f2000001-0000-4000-8000-000000000027,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000050,1,48482,0,48482,f2000001-0000-4000-8000-000000000028,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000051,2,44461,0,88922,f2000001-0000-4000-8000-000000000028,b1000001-0005-4000-8000-000000000005
f3000001-0000-4000-8000-000000000052,5,34975,0,174875,f2000001-0000-4000-8000-000000000029,b1000001-0003-4000-8000-000000000003
f3000001-0000-4000-8000-000000000053,4,9963,3453,36399,f2000001-0000-4000-8000-000000000029,b1000001-0002-4000-8000-000000000002
